rank,question
744,What is the genre of the movie 'True Grit'?
744,"Can you recommend a movie similar to 'True Grit' in the Adventure,Drama,Western genre?"
744,What other movies did Ethan Coen direct besides 'True Grit'?
745,What is the genre of the movie 'We Are Your Friends'?
745,"Can you recommend a movie similar to 'We Are Your Friends' in the Drama,Music,Romance genre?"
745,What other movies did Max Joseph direct besides 'We Are Your Friends'?
746,What is the genre of the movie 'A Million Ways to Die in the West'?
746,"Can you recommend a movie similar to 'A Million Ways to Die in the West' in the Comedy,Romance,Western genre?"
746,What other movies did Seth MacFarlane direct besides 'A Million Ways to Die in the West'?
747,What is the genre of the movie 'Only for One Night'?
747,Can you recommend a movie similar to 'Only for One Night' in the Thriller genre?
747,In which other movies did Angelique Pereira star besides 'Only for One Night'?
748,What is the genre of the movie 'Rules Don't Apply'?
748,"Can you recommend a movie similar to 'Rules Don't Apply' in the Comedy,Drama,Romance genre?"
748,In which other movies did Haley Bennett star besides 'Rules Don't Apply'?
749,What is the genre of the movie 'Ouija: Origin of Evil'?
749,"Can you recommend a movie similar to 'Ouija: Origin of Evil' in the Horror,Thriller genre?"
749,What other movies did Mike Flanagan direct besides 'Ouija: Origin of Evil'?
750,What is the genre of the movie 'Percy Jackson: Sea of Monsters'?
750,"Can you recommend a movie similar to 'Percy Jackson: Sea of Monsters' in the Adventure,Family,Fantasy genre?"
750,What other movies did Thor Freudenthal direct besides 'Percy Jackson: Sea of Monsters'?
751,What is the genre of the movie 'Fracture'?
751,"Can you recommend a movie similar to 'Fracture' in the Crime,Drama,Mystery genre?"
751,What other movies did Gregory Hoblit direct besides 'Fracture'?
752,What is the genre of the movie 'Oculus'?
752,"Can you recommend a movie similar to 'Oculus' in the Horror,Mystery genre?"
752,In which other movies did Rory Cochrane star besides 'Oculus'?
753,What is the genre of the movie 'In Bruges'?
753,"Can you recommend a movie similar to 'In Bruges' in the Comedy,Crime,Drama genre?"
753,In which other movies did Elizabeth Berrington star besides 'In Bruges'?
754,What is the genre of the movie 'This Means War'?
754,"Can you recommend a movie similar to 'This Means War' in the Action,Comedy,Romance genre?"
754,What other movies did McG direct besides 'This Means War'?
755,What is the genre of the movie 'Lída Baarová'?
755,"Can you recommend a movie similar to 'Lída Baarová' in the Biography,Drama,History genre?"
755,What other movies did Filip Renc direct besides 'Lída Baarová'?
756,What is the genre of the movie 'The Road'?
756,"Can you recommend a movie similar to 'The Road' in the Adventure,Drama genre?"
756,What other movies did John Hillcoat direct besides 'The Road'?
757,What is the genre of the movie 'Lavender'?
757,"Can you recommend a movie similar to 'Lavender' in the Drama,Thriller genre?"
757,In which other movies did Diego Klattenhoff star besides 'Lavender'?
758,What is the genre of the movie 'Deuces'?
758,Can you recommend a movie similar to 'Deuces' in the Drama genre?
758,In which other movies did Rick Gonzalez star besides 'Deuces'?
759,What is the genre of the movie 'Conan the Barbarian'?
759,"Can you recommend a movie similar to 'Conan the Barbarian' in the Action,Adventure,Fantasy genre?"
759,What other movies did Marcus Nispel direct besides 'Conan the Barbarian'?
760,What is the genre of the movie 'The Fighter'?
760,"Can you recommend a movie similar to 'The Fighter' in the Action,Biography,Drama genre?"
760,What other movies did David O. Russell direct besides 'The Fighter'?
761,What is the genre of the movie 'August Rush'?
761,"Can you recommend a movie similar to 'August Rush' in the Drama,Music genre?"
761,What other movies did Kirsten Sheridan direct besides 'August Rush'?
762,What is the genre of the movie 'Chef'?
762,"Can you recommend a movie similar to 'Chef' in the Comedy,Drama genre?"
762,What other movies did Jon Favreau direct besides 'Chef'?
763,What is the genre of the movie 'Eye in the Sky'?
763,"Can you recommend a movie similar to 'Eye in the Sky' in the Drama,Thriller,War genre?"
763,In which other movies did Aaron Paul star besides 'Eye in the Sky'?
764,What is the genre of the movie 'Eagle Eye'?
764,"Can you recommend a movie similar to 'Eagle Eye' in the Action,Mystery,Thriller genre?"
764,What other movies did D.J. Caruso direct besides 'Eagle Eye'?
765,What is the genre of the movie 'The Purge'?
765,"Can you recommend a movie similar to 'The Purge' in the Horror,Sci-Fi,Thriller genre?"
765,What other movies did James DeMonaco direct besides 'The Purge'?
766,What is the genre of the movie 'PK'?
766,"Can you recommend a movie similar to 'PK' in the Comedy,Drama,Romance genre?"
766,In which other movies did Aamir Khan star besides 'PK'?
767,What is the genre of the movie 'Ender's Game'?
767,"Can you recommend a movie similar to 'Ender's Game' in the Action,Sci-Fi genre?"
767,In which other movies did Harrison Ford star besides 'Ender's Game'?
768,What is the genre of the movie 'Indiana Jones and the Kingdom of the Crystal Skull'?
768,"Can you recommend a movie similar to 'Indiana Jones and the Kingdom of the Crystal Skull' in the Action,Adventure,Fantasy genre?"
768,What other movies did Steven Spielberg direct besides 'Indiana Jones and the Kingdom of the Crystal Skull'?
769,What is the genre of the movie 'Paper Towns'?
769,"Can you recommend a movie similar to 'Paper Towns' in the Drama,Mystery,Romance genre?"
769,What other movies did Jake Schreier direct besides 'Paper Towns'?
770,What is the genre of the movie 'High-Rise'?
770,Can you recommend a movie similar to 'High-Rise' in the Drama genre?
770,What other movies did Ben Wheatley direct besides 'High-Rise'?
771,What is the genre of the movie 'Quantum of Solace'?
771,"Can you recommend a movie similar to 'Quantum of Solace' in the Action,Adventure,Thriller genre?"
771,In which other movies did Mathieu Amalric star besides 'Quantum of Solace'?
772,What is the genre of the movie 'The Assignment'?
772,"Can you recommend a movie similar to 'The Assignment' in the Action,Crime,Thriller genre?"
772,In which other movies did Tony Shalhoub star besides 'The Assignment'?
773,What is the genre of the movie 'How to Train Your Dragon'?
773,"Can you recommend a movie similar to 'How to Train Your Dragon' in the Animation,Action,Adventure genre?"
773,What other movies did Dean DeBlois direct besides 'How to Train Your Dragon'?
774,What is the genre of the movie 'Lady in the Water'?
774,"Can you recommend a movie similar to 'Lady in the Water' in the Drama,Fantasy,Mystery genre?"
774,In which other movies did Bryce Dallas Howard star besides 'Lady in the Water'?
775,What is the genre of the movie 'The Fountain'?
775,"Can you recommend a movie similar to 'The Fountain' in the Drama,Sci-Fi genre?"
775,What other movies did Darren Aronofsky direct besides 'The Fountain'?
776,What is the genre of the movie 'Cars 2'?
776,"Can you recommend a movie similar to 'Cars 2' in the Animation,Adventure,Comedy genre?"
776,In which other movies did Owen Wilson star besides 'Cars 2'?
777,What is the genre of the movie '31'?
777,"Can you recommend a movie similar to '31' in the Horror,Thriller genre?"
777,What other movies did Rob Zombie direct besides '31'?
778,What is the genre of the movie 'Final Girl'?
778,"Can you recommend a movie similar to 'Final Girl' in the Action,Thriller genre?"
778,What other movies did Tyler Shields direct besides 'Final Girl'?
779,What is the genre of the movie 'Chalk It Up'?
779,Can you recommend a movie similar to 'Chalk It Up' in the Comedy genre?
779,In which other movies did Maddy Curley star besides 'Chalk It Up'?
780,What is the genre of the movie 'The Man Who Knew Infinity'?
780,"Can you recommend a movie similar to 'The Man Who Knew Infinity' in the Biography,Drama genre?"
780,What other movies did Matt Brown direct besides 'The Man Who Knew Infinity'?
781,What is the genre of the movie 'Unknown'?
781,"Can you recommend a movie similar to 'Unknown' in the Action,Mystery,Thriller genre?"
781,What other movies did Jaume Collet-Serra direct besides 'Unknown'?
782,What is the genre of the movie 'Self/less'?
782,"Can you recommend a movie similar to 'Self/less' in the Action,Mystery,Sci-Fi genre?"
782,What other movies did Tarsem Singh direct besides 'Self/less'?
783,What is the genre of the movie 'Mr. Brooks'?
783,"Can you recommend a movie similar to 'Mr. Brooks' in the Crime,Drama,Thriller genre?"
783,What other movies did Bruce A. Evans direct besides 'Mr. Brooks'?
784,What is the genre of the movie 'Tramps'?
784,"Can you recommend a movie similar to 'Tramps' in the Comedy,Romance genre?"
784,What other movies did Adam Leon direct besides 'Tramps'?
785,What is the genre of the movie 'Before We Go'?
785,"Can you recommend a movie similar to 'Before We Go' in the Comedy,Drama,Romance genre?"
785,In which other movies did Emma Fitzpatrick star besides 'Before We Go'?
786,What is the genre of the movie 'Captain Phillips'?
786,"Can you recommend a movie similar to 'Captain Phillips' in the Biography,Drama,Thriller genre?"
786,In which other movies did Tom Hanks star besides 'Captain Phillips'?
787,What is the genre of the movie 'The Secret Scripture'?
787,Can you recommend a movie similar to 'The Secret Scripture' in the Drama genre?
787,In which other movies did Rooney Mara star besides 'The Secret Scripture'?
788,What is the genre of the movie 'Max Steel'?
788,"Can you recommend a movie similar to 'Max Steel' in the Action,Adventure,Family genre?"
788,What other movies did Stewart Hendler direct besides 'Max Steel'?
789,What is the genre of the movie 'Hotel Transylvania 2'?
789,"Can you recommend a movie similar to 'Hotel Transylvania 2' in the Animation,Comedy,Family genre?"
789,In which other movies did Selena Gomez star besides 'Hotel Transylvania 2'?
790,What is the genre of the movie 'Hancock'?
790,"Can you recommend a movie similar to 'Hancock' in the Action,Crime,Drama genre?"
790,In which other movies did Charlize Theron star besides 'Hancock'?
791,What is the genre of the movie 'Sisters'?
791,Can you recommend a movie similar to 'Sisters' in the Comedy genre?
791,In which other movies did Amy Poehler star besides 'Sisters'?
792,What is the genre of the movie 'The Family'?
792,"Can you recommend a movie similar to 'The Family' in the Comedy,Crime,Thriller genre?"
792,What other movies did Luc Besson direct besides 'The Family'?
793,What is the genre of the movie 'Zack and Miri Make a Porno'?
793,"Can you recommend a movie similar to 'Zack and Miri Make a Porno' in the Comedy,Romance genre?"
793,What other movies did Kevin Smith direct besides 'Zack and Miri Make a Porno'?
794,What is the genre of the movie 'Ma vie de Courgette'?
794,"Can you recommend a movie similar to 'Ma vie de Courgette' in the Animation,Comedy,Drama genre?"
794,What other movies did Claude Barras direct besides 'Ma vie de Courgette'?
795,What is the genre of the movie 'Man on a Ledge'?
795,"Can you recommend a movie similar to 'Man on a Ledge' in the Action,Crime,Thriller genre?"
795,In which other movies did Elizabeth Banks star besides 'Man on a Ledge'?
796,What is the genre of the movie 'No Strings Attached'?
796,"Can you recommend a movie similar to 'No Strings Attached' in the Comedy,Romance genre?"
796,What other movies did Ivan Reitman direct besides 'No Strings Attached'?
797,What is the genre of the movie 'Rescue Dawn'?
797,"Can you recommend a movie similar to 'Rescue Dawn' in the Adventure,Biography,Drama genre?"
797,In which other movies did Jeremy Davies star besides 'Rescue Dawn'?
798,What is the genre of the movie 'Despicable Me 2'?
798,"Can you recommend a movie similar to 'Despicable Me 2' in the Animation,Adventure,Comedy genre?"
798,In which other movies did Miranda Cosgrove star besides 'Despicable Me 2'?
799,What is the genre of the movie 'A Walk Among the Tombstones'?
799,"Can you recommend a movie similar to 'A Walk Among the Tombstones' in the Crime,Drama,Mystery genre?"
799,What other movies did Scott Frank direct besides 'A Walk Among the Tombstones'?
800,What is the genre of the movie 'The World's End'?
800,"Can you recommend a movie similar to 'The World's End' in the Action,Comedy,Sci-Fi genre?"
800,In which other movies did Martin Freeman star besides 'The World's End'?
801,What is the genre of the movie 'Yoga Hosers'?
801,"Can you recommend a movie similar to 'Yoga Hosers' in the Comedy,Fantasy,Horror genre?"
801,In which other movies did Johnny Depp star besides 'Yoga Hosers'?
802,What is the genre of the movie 'Seven Psychopaths'?
802,"Can you recommend a movie similar to 'Seven Psychopaths' in the Comedy,Crime genre?"
802,In which other movies did Sam Rockwell star besides 'Seven Psychopaths'?
803,What is the genre of the movie 'Beowulf'?
803,"Can you recommend a movie similar to 'Beowulf' in the Animation,Action,Adventure genre?"
803,What other movies did Robert Zemeckis direct besides 'Beowulf'?
804,What is the genre of the movie 'Jack Ryan: Shadow Recruit'?
804,"Can you recommend a movie similar to 'Jack Ryan: Shadow Recruit' in the Action,Drama,Thriller genre?"
804,In which other movies did Kenneth Branagh star besides 'Jack Ryan: Shadow Recruit'?
805,What is the genre of the movie '1408'?
805,"Can you recommend a movie similar to '1408' in the Fantasy,Horror genre?"
805,In which other movies did Samuel L. Jackson star besides '1408'?
806,What is the genre of the movie 'The Gambler'?
806,"Can you recommend a movie similar to 'The Gambler' in the Crime,Drama,Thriller genre?"
806,What other movies did Rupert Wyatt direct besides 'The Gambler'?
807,What is the genre of the movie 'Prince of Persia: The Sands of Time'?
807,"Can you recommend a movie similar to 'Prince of Persia: The Sands of Time' in the Action,Adventure,Fantasy genre?"
807,In which other movies did Ben Kingsley star besides 'Prince of Persia: The Sands of Time'?
808,What is the genre of the movie 'The Spectacular Now'?
808,"Can you recommend a movie similar to 'The Spectacular Now' in the Comedy,Drama,Romance genre?"
808,What other movies did James Ponsoldt direct besides 'The Spectacular Now'?
809,What is the genre of the movie 'A United Kingdom'?
809,"Can you recommend a movie similar to 'A United Kingdom' in the Biography,Drama,Romance genre?"
809,In which other movies did Tom Felton star besides 'A United Kingdom'?
810,What is the genre of the movie 'USS Indianapolis: Men of Courage'?
810,"Can you recommend a movie similar to 'USS Indianapolis: Men of Courage' in the Action,Drama,History genre?"
810,In which other movies did Thomas Jane star besides 'USS Indianapolis: Men of Courage'?
811,What is the genre of the movie 'Turbo Kid'?
811,"Can you recommend a movie similar to 'Turbo Kid' in the Action,Adventure,Comedy genre?"
811,In which other movies did Munro Chambers star besides 'Turbo Kid'?
812,What is the genre of the movie 'Mama'?
812,"Can you recommend a movie similar to 'Mama' in the Horror,Thriller genre?"
812,What other movies did Andrés Muschietti direct besides 'Mama'?
813,What is the genre of the movie 'Orphan'?
813,"Can you recommend a movie similar to 'Orphan' in the Horror,Mystery,Thriller genre?"
813,What other movies did Jaume Collet-Serra direct besides 'Orphan'?
814,What is the genre of the movie 'To Rome with Love'?
814,"Can you recommend a movie similar to 'To Rome with Love' in the Comedy,Romance genre?"
814,In which other movies did Penélope Cruz star besides 'To Rome with Love'?
815,What is the genre of the movie 'Fantastic Mr. Fox'?
815,"Can you recommend a movie similar to 'Fantastic Mr. Fox' in the Animation,Adventure,Comedy genre?"
815,In which other movies did George Clooney star besides 'Fantastic Mr. Fox'?
816,What is the genre of the movie 'Inside Man'?
816,"Can you recommend a movie similar to 'Inside Man' in the Crime,Drama,Mystery genre?"
816,In which other movies did Christopher Plummer star besides 'Inside Man'?
817,What is the genre of the movie 'I.T.'?
817,"Can you recommend a movie similar to 'I.T.' in the Crime,Drama,Mystery genre?"
817,What other movies did John Moore direct besides 'I.T.'?
818,What is the genre of the movie '127 Hours'?
818,"Can you recommend a movie similar to '127 Hours' in the Adventure,Biography,Drama genre?"
818,What other movies did Danny Boyle direct besides '127 Hours'?
819,What is the genre of the movie 'Annabelle'?
819,"Can you recommend a movie similar to 'Annabelle' in the Horror,Mystery,Thriller genre?"
819,In which other movies did Annabelle Wallis star besides 'Annabelle'?
820,What is the genre of the movie 'Wolves at the Door'?
820,"Can you recommend a movie similar to 'Wolves at the Door' in the Horror,Thriller genre?"
820,What other movies did John R. Leonetti direct besides 'Wolves at the Door'?
821,What is the genre of the movie 'Suite Française'?
821,"Can you recommend a movie similar to 'Suite Française' in the Drama,Romance,War genre?"
821,What other movies did Saul Dibb direct besides 'Suite Française'?
822,What is the genre of the movie 'The Imaginarium of Doctor Parnassus'?
822,"Can you recommend a movie similar to 'The Imaginarium of Doctor Parnassus' in the Adventure,Fantasy,Mystery genre?"
822,What other movies did Terry Gilliam direct besides 'The Imaginarium of Doctor Parnassus'?
823,What is the genre of the movie 'G.I. Joe: The Rise of Cobra'?
823,"Can you recommend a movie similar to 'G.I. Joe: The Rise of Cobra' in the Action,Adventure,Sci-Fi genre?"
823,What other movies did Stephen Sommers direct besides 'G.I. Joe: The Rise of Cobra'?
824,What is the genre of the movie 'Christine'?
824,"Can you recommend a movie similar to 'Christine' in the Biography,Drama genre?"
824,In which other movies did Michael C. Hall star besides 'Christine'?
825,What is the genre of the movie 'Man Down'?
825,"Can you recommend a movie similar to 'Man Down' in the Drama,Thriller genre?"
825,In which other movies did Kate Mara star besides 'Man Down'?
826,What is the genre of the movie 'Crawlspace'?
826,"Can you recommend a movie similar to 'Crawlspace' in the Horror,Thriller genre?"
826,What other movies did Phil Claydon direct besides 'Crawlspace'?
827,What is the genre of the movie 'Shut In'?
827,"Can you recommend a movie similar to 'Shut In' in the Drama,Horror,Thriller genre?"
827,What other movies did Farren Blackburn direct besides 'Shut In'?
828,What is the genre of the movie 'The Warriors Gate'?
828,"Can you recommend a movie similar to 'The Warriors Gate' in the Action,Adventure,Fantasy genre?"
828,What other movies did Matthias Hoene direct besides 'The Warriors Gate'?
829,What is the genre of the movie 'Grindhouse'?
829,"Can you recommend a movie similar to 'Grindhouse' in the Action,Horror,Thriller genre?"
829,In which other movies did Danny Trejo star besides 'Grindhouse'?
830,What is the genre of the movie 'Disaster Movie'?
830,Can you recommend a movie similar to 'Disaster Movie' in the Comedy genre?
830,What other movies did Jason Friedberg direct besides 'Disaster Movie'?
831,What is the genre of the movie 'Rocky Balboa'?
831,"Can you recommend a movie similar to 'Rocky Balboa' in the Drama,Sport genre?"
831,In which other movies did Milo Ventimiglia star besides 'Rocky Balboa'?
832,What is the genre of the movie 'Diary of a Wimpy Kid: Dog Days'?
832,"Can you recommend a movie similar to 'Diary of a Wimpy Kid: Dog Days' in the Comedy,Family genre?"
832,In which other movies did Zachary Gordon star besides 'Diary of a Wimpy Kid: Dog Days'?
833,What is the genre of the movie 'Jane Eyre'?
833,"Can you recommend a movie similar to 'Jane Eyre' in the Drama,Romance genre?"
833,What other movies did Cary Joji Fukunaga direct besides 'Jane Eyre'?
834,What is the genre of the movie 'Fool's Gold'?
834,"Can you recommend a movie similar to 'Fool's Gold' in the Action,Adventure,Comedy genre?"
834,What other movies did Andy Tennant direct besides 'Fool's Gold'?
835,What is the genre of the movie 'The Dictator'?
835,Can you recommend a movie similar to 'The Dictator' in the Comedy genre?
835,In which other movies did John C. Reilly star besides 'The Dictator'?
836,What is the genre of the movie 'The Loft'?
836,"Can you recommend a movie similar to 'The Loft' in the Mystery,Romance,Thriller genre?"
836,What other movies did Erik Van Looy direct besides 'The Loft'?
837,What is the genre of the movie 'Bacalaureat'?
837,"Can you recommend a movie similar to 'Bacalaureat' in the Crime,Drama genre?"
837,What other movies did Cristian Mungiu direct besides 'Bacalaureat'?
838,What is the genre of the movie 'You Don't Mess with the Zohan'?
838,"Can you recommend a movie similar to 'You Don't Mess with the Zohan' in the Action,Comedy genre?"
838,In which other movies did Adam Sandler star besides 'You Don't Mess with the Zohan'?
839,What is the genre of the movie 'Exposed'?
839,"Can you recommend a movie similar to 'Exposed' in the Crime,Drama,Mystery genre?"
839,What other movies did Gee Malik Linton direct besides 'Exposed'?
840,What is the genre of the movie 'Maudie'?
840,"Can you recommend a movie similar to 'Maudie' in the Biography,Drama,Romance genre?"
840,In which other movies did Ethan Hawke star besides 'Maudie'?
841,What is the genre of the movie 'Horrible Bosses 2'?
841,"Can you recommend a movie similar to 'Horrible Bosses 2' in the Comedy,Crime genre?"
841,In which other movies did Jason Sudeikis star besides 'Horrible Bosses 2'?
842,What is the genre of the movie 'A Bigger Splash'?
842,"Can you recommend a movie similar to 'A Bigger Splash' in the Drama,Thriller genre?"
842,In which other movies did Ralph Fiennes star besides 'A Bigger Splash'?
843,What is the genre of the movie 'Melancholia'?
843,Can you recommend a movie similar to 'Melancholia' in the Drama genre?
843,In which other movies did Kirsten Dunst star besides 'Melancholia'?
844,What is the genre of the movie 'The Princess and the Frog'?
844,"Can you recommend a movie similar to 'The Princess and the Frog' in the Animation,Adventure,Comedy genre?"
844,In which other movies did Anika Noni Rose star besides 'The Princess and the Frog'?
845,What is the genre of the movie 'Unstoppable'?
845,"Can you recommend a movie similar to 'Unstoppable' in the Action,Thriller genre?"
845,What other movies did Tony Scott direct besides 'Unstoppable'?
846,What is the genre of the movie 'Flight'?
846,"Can you recommend a movie similar to 'Flight' in the Drama,Thriller genre?"
846,In which other movies did Denzel Washington star besides 'Flight'?
847,What is the genre of the movie 'Home'?
847,"Can you recommend a movie similar to 'Home' in the Animation,Adventure,Comedy genre?"
847,What other movies did Tim Johnson direct besides 'Home'?
848,What is the genre of the movie 'La migliore offerta'?
848,"Can you recommend a movie similar to 'La migliore offerta' in the Crime,Drama,Mystery genre?"
848,What other movies did Giuseppe Tornatore direct besides 'La migliore offerta'?
849,What is the genre of the movie 'Mean Dreams'?
849,Can you recommend a movie similar to 'Mean Dreams' in the Thriller genre?
849,What other movies did Nathan Morlando direct besides 'Mean Dreams'?
850,What is the genre of the movie '42'?
850,"Can you recommend a movie similar to '42' in the Biography,Drama,Sport genre?"
850,In which other movies did T.R. Knight star besides '42'?
851,What is the genre of the movie '21'?
851,"Can you recommend a movie similar to '21' in the Crime,Drama,Thriller genre?"
851,What other movies did Robert Luketic direct besides '21'?
852,What is the genre of the movie 'Begin Again'?
852,"Can you recommend a movie similar to 'Begin Again' in the Drama,Music genre?"
852,What other movies did John Carney direct besides 'Begin Again'?
853,What is the genre of the movie 'Out of the Furnace'?
853,"Can you recommend a movie similar to 'Out of the Furnace' in the Crime,Drama,Thriller genre?"
853,In which other movies did Woody Harrelson star besides 'Out of the Furnace'?
854,What is the genre of the movie 'Vicky Cristina Barcelona'?
854,"Can you recommend a movie similar to 'Vicky Cristina Barcelona' in the Drama,Romance genre?"
854,What other movies did Woody Allen direct besides 'Vicky Cristina Barcelona'?
855,What is the genre of the movie 'Kung Fu Panda'?
855,"Can you recommend a movie similar to 'Kung Fu Panda' in the Animation,Action,Adventure genre?"
855,In which other movies did Ian McShane star besides 'Kung Fu Panda'?
856,What is the genre of the movie 'Barbershop: The Next Cut'?
856,"Can you recommend a movie similar to 'Barbershop: The Next Cut' in the Comedy,Drama genre?"
856,In which other movies did Ice Cube star besides 'Barbershop: The Next Cut'?
857,What is the genre of the movie 'Terminator Salvation'?
857,"Can you recommend a movie similar to 'Terminator Salvation' in the Action,Adventure,Drama genre?"
857,In which other movies did Christian Bale star besides 'Terminator Salvation'?
858,What is the genre of the movie 'Freedom Writers'?
858,"Can you recommend a movie similar to 'Freedom Writers' in the Biography,Crime,Drama genre?"
858,In which other movies did Scott Glenn star besides 'Freedom Writers'?
859,What is the genre of the movie 'The Hills Have Eyes'?
859,Can you recommend a movie similar to 'The Hills Have Eyes' in the Horror genre?
859,What other movies did Alexandre Aja direct besides 'The Hills Have Eyes'?
860,What is the genre of the movie 'Changeling'?
860,"Can you recommend a movie similar to 'Changeling' in the Biography,Drama,Mystery genre?"
860,What other movies did Clint Eastwood direct besides 'Changeling'?
861,What is the genre of the movie 'Remember Me'?
861,"Can you recommend a movie similar to 'Remember Me' in the Drama,Romance genre?"
861,In which other movies did Caitlyn Rund star besides 'Remember Me'?
862,What is the genre of the movie 'Koe no katachi'?
862,"Can you recommend a movie similar to 'Koe no katachi' in the Animation,Drama,Romance genre?"
862,In which other movies did Kenshô Ono star besides 'Koe no katachi'?
863,"What is the genre of the movie 'Alexander and the Terrible, Horrible, No Good, Very Bad Day'?"
863,"Can you recommend a movie similar to 'Alexander and the Terrible, Horrible, No Good, Very Bad Day' in the Comedy,Family genre?"
863,"In which other movies did Dylan Minnette star besides 'Alexander and the Terrible, Horrible, No Good, Very Bad Day'?"
864,What is the genre of the movie 'Locke'?
864,Can you recommend a movie similar to 'Locke' in the Drama genre?
864,In which other movies did Andrew Scott star besides 'Locke'?
865,What is the genre of the movie 'The 9th Life of Louis Drax'?
865,"Can you recommend a movie similar to 'The 9th Life of Louis Drax' in the Mystery,Thriller genre?"
865,In which other movies did Sarah Gadon star besides 'The 9th Life of Louis Drax'?
866,What is the genre of the movie 'Horns'?
866,"Can you recommend a movie similar to 'Horns' in the Drama,Fantasy,Horror genre?"
866,What other movies did Alexandre Aja direct besides 'Horns'?
867,What is the genre of the movie 'Indignation'?
867,"Can you recommend a movie similar to 'Indignation' in the Drama,Romance genre?"
867,In which other movies did Sarah Gadon star besides 'Indignation'?
868,What is the genre of the movie 'The Stanford Prison Experiment'?
868,"Can you recommend a movie similar to 'The Stanford Prison Experiment' in the Biography,Drama,History genre?"
868,In which other movies did Tye Sheridan star besides 'The Stanford Prison Experiment'?
869,What is the genre of the movie 'Diary of a Wimpy Kid: Rodrick Rules'?
869,"Can you recommend a movie similar to 'Diary of a Wimpy Kid: Rodrick Rules' in the Comedy,Family genre?"
869,In which other movies did Devon Bostick star besides 'Diary of a Wimpy Kid: Rodrick Rules'?
870,What is the genre of the movie 'Mission: Impossible III'?
870,"Can you recommend a movie similar to 'Mission: Impossible III' in the Action,Adventure,Thriller genre?"
870,In which other movies did Tom Cruise star besides 'Mission: Impossible III'?
871,What is the genre of the movie 'En man som heter Ove'?
871,"Can you recommend a movie similar to 'En man som heter Ove' in the Comedy,Drama genre?"
871,In which other movies did Filip Berg star besides 'En man som heter Ove'?
872,What is the genre of the movie 'Dragonball Evolution'?
872,"Can you recommend a movie similar to 'Dragonball Evolution' in the Action,Adventure,Fantasy genre?"
872,What other movies did James Wong direct besides 'Dragonball Evolution'?
873,What is the genre of the movie 'Red Dawn'?
873,"Can you recommend a movie similar to 'Red Dawn' in the Action,Thriller genre?"
873,In which other movies did Josh Peck star besides 'Red Dawn'?
874,What is the genre of the movie 'One Day'?
874,"Can you recommend a movie similar to 'One Day' in the Drama,Romance genre?"
874,In which other movies did Anne Hathaway star besides 'One Day'?
875,What is the genre of the movie 'Life as We Know It'?
875,"Can you recommend a movie similar to 'Life as We Know It' in the Comedy,Drama,Romance genre?"
875,In which other movies did Katherine Heigl star besides 'Life as We Know It'?
876,What is the genre of the movie '28 Weeks Later'?
876,"Can you recommend a movie similar to '28 Weeks Later' in the Drama,Horror,Sci-Fi genre?"
876,What other movies did Juan Carlos Fresnadillo direct besides '28 Weeks Later'?
877,What is the genre of the movie 'Warm Bodies'?
877,"Can you recommend a movie similar to 'Warm Bodies' in the Comedy,Horror,Romance genre?"
877,In which other movies did Teresa Palmer star besides 'Warm Bodies'?
878,What is the genre of the movie 'Blue Jasmine'?
878,Can you recommend a movie similar to 'Blue Jasmine' in the Drama genre?
878,In which other movies did Peter Sarsgaard star besides 'Blue Jasmine'?
879,What is the genre of the movie 'G.I. Joe: Retaliation'?
879,"Can you recommend a movie similar to 'G.I. Joe: Retaliation' in the Action,Adventure,Sci-Fi genre?"
879,In which other movies did Dwayne Johnson star besides 'G.I. Joe: Retaliation'?
880,What is the genre of the movie 'Wrath of the Titans'?
880,"Can you recommend a movie similar to 'Wrath of the Titans' in the Action,Adventure,Fantasy genre?"
880,In which other movies did Liam Neeson star besides 'Wrath of the Titans'?
881,What is the genre of the movie 'Shin Gojira'?
881,"Can you recommend a movie similar to 'Shin Gojira' in the Action,Adventure,Drama genre?"
881,What other movies did Hideaki Anno direct besides 'Shin Gojira'?
882,What is the genre of the movie 'Saving Mr. Banks'?
882,"Can you recommend a movie similar to 'Saving Mr. Banks' in the Biography,Comedy,Drama genre?"
882,What other movies did John Lee Hancock direct besides 'Saving Mr. Banks'?
883,What is the genre of the movie 'Transcendence'?
883,"Can you recommend a movie similar to 'Transcendence' in the Drama,Mystery,Romance genre?"
883,In which other movies did Johnny Depp star besides 'Transcendence'?
884,What is the genre of the movie 'Rio'?
884,"Can you recommend a movie similar to 'Rio' in the Animation,Adventure,Comedy genre?"
884,What other movies did Carlos Saldanha direct besides 'Rio'?
885,What is the genre of the movie 'Equals'?
885,"Can you recommend a movie similar to 'Equals' in the Drama,Romance,Sci-Fi genre?"
885,What other movies did Drake Doremus direct besides 'Equals'?
886,What is the genre of the movie 'Babel'?
886,Can you recommend a movie similar to 'Babel' in the Drama genre?
886,In which other movies did Cate Blanchett star besides 'Babel'?
887,What is the genre of the movie 'The Tree of Life'?
887,"Can you recommend a movie similar to 'The Tree of Life' in the Drama,Fantasy genre?"
887,In which other movies did Sean Penn star besides 'The Tree of Life'?
888,What is the genre of the movie 'The Lucky One'?
888,"Can you recommend a movie similar to 'The Lucky One' in the Drama,Romance genre?"
888,What other movies did Scott Hicks direct besides 'The Lucky One'?
889,What is the genre of the movie 'Piranha 3D'?
